letters,required,score,words
ecdhnpk,p,121,23
ecdhnpk,n,121,21
ecdhnpk,h,72,12
ecdhnpk,c,107,20
ryeonam,m,263,66
ryeonam,a,270,69
ryeonam,n,192,51
ryeonam,o,191,50
ryeonam,y,156,35
ecohrpi,i,249,48
ecohrpi,p,286,64
ecohrpi,o,204,47
ecohrpi,h,214,45
ecohrpi,c,299,58
ruevnam,m,131,30
ruevnam,a,153,42
ruevnam,v,112,25
ruevnam,n,178,39
ruevnam,u,116,22
reohamg,g,170,36
reohamg,m,209,46
reohamg,a,211,51
reohamg,o,153,34
reohamg,h,91,18
ecdnxpi,i,197,39
ecdnxpi,p,187,34
ecdnxpi,x,68,10
ecdnxpi,n,204,34
ecdnxpi,c,129,23
ldntami,i,210,54
ldntami,m,195,45
ldntami,a,240,56
ldntami,t,133,32
ldntami,n,198,41
ldntami,d,97,24
ldntami,l,159,40
uedothm,m,169,44
uedothm,t,209,54
uedothm,o,209,53
uedothm,h,128,30
uedothm,u,86,21
becdapk,k,113,27
becdapk,p,113,29
becdapk,a,165,41
becdapk,c,139,30
becdapk,b,116,26
mbecdar,c,299,55
mbecdar,m,370,71
mbecdar,b,334,64
mbecdar,a,620,131
ecdharp,c,445,83
ecdharp,p,447,85
ecdharp,h,333,63
ecdharp,a,655,133
lychngi,y,88,15
lychngi,c,164,27
lychngi,l,156,26
lychngi,h,128,24
ryeamgi,i,139,30
ryeamgi,g,206,43
ryeamgi,m,234,53
ryeamgi,a,217,55
ryeamgi,y,94,22
lbentmz,z,34,3
lbentmz,m,69,13
lbentmz,t,80,20
lbentmz,n,69,13
lbentmz,e,119,29
lbentmz,b,61,12
lbentmz,l,83,16
ecdotrk,k,182,40
ecdotrk,c,406,73
ecdotrk,t,334,64
ecdotrk,o,553,114
jbcotak,k,56,15
jbcotak,a,103,22
jbcotak,t,79,19
jbcotak,o,106,27
jbcotak,c,82,20
jbcotak,b,79,16
jbcotak,j,22,4
ledtmgi,i,320,77
ledtmgi,g,134,29
ledtmgi,m,192,46
ledtmgi,t,225,55
ledtmgi,l,308,70
lechapi,i,213,43
lechapi,p,223,55
lechapi,a,236,56
lechapi,h,175,40
lechapi,c,240,52
lechapi,e,209,54
lechapi,l,253,60
wbenrgi,w,169,34
wbenrgi,b,219,39
uyechtn,n,80,19
uyechtn,t,98,26
uyechtn,h,75,16
uyechtn,c,55,12
uyechtn,e,86,21
uyechtn,y,38,6
uyechtn,u,55,13
cdnargi,c,218,36
cdnargi,d,290,52
cdnargi,a,465,83
cdnargi,r,400,73
uecdnta,n,589,97
uecdnta,a,549,88
uecdnta,t,551,94
uecdnta,c,400,64
uecdnta,u,346,58
lhntagi,t,534,86
lhntagi,l,467,74
lhntagi,h,294,47
lhntagi,a,517,85
wlehtri,i,369,80
wlehtri,t,394,80
wlehtri,h,245,50
wlehtri,l,201,49
wlehtri,w,239,53
yecdnai,i,212,41
yecdnai,a,259,48
yecdnai,n,243,45
yecdnai,c,271,49
yecdnai,y,118,22
echampi,i,81,22
echampi,p,92,27
echampi,m,63,22
echampi,a,95,30
echampi,h,69,18
echampi,c,124,34
echampi,e,105,32
lyohntm,m,54,16
lyohntm,t,65,20
lyohntm,n,52,14
lyohntm,h,54,14
lyohntm,o,101,34
lyohntm,y,66,15
lyohntm,l,50,17
gvnampi,a,265,52
gvnampi,v,65,12
gvnampi,m,170,32
gvnampi,p,156,28
rlyotam,m,215,51
rlyotam,a,367,80
rlyotam,t,235,57
rlyotam,o,321,75
rlyotam,y,243,44
rlyotam,l,230,50
rlyotam,r,294,63
fecdotr,c,328,55
fecdotr,f,293,57
fecdotr,t,407,78
fecdotr,o,530,108
yecnxgi,y,36,5
yecnxgi,c,32,6
yecnxgi,e,63,13
yecnxgi,x,22,3
lyectaz,z,37,8
lyectaz,a,164,39
lyectaz,t,146,30
lyectaz,c,80,18
lyectaz,e,148,32
lyectaz,y,75,16
lyectaz,l,163,39
wdhtagi,i,59,16
wdhtagi,g,44,9
wdhtagi,a,35,12
wdhtagi,t,57,19
wdhtagi,h,42,12
wdhtagi,d,27,5
wdhtagi,w,45,14
wedhtgi,i,173,39
wedhtgi,g,134,25
wedhtgi,t,185,40
wedhtgi,h,156,33
wedhtgi,w,135,29
becohnk,k,85,26
becohnk,n,94,29
becohnk,h,89,20
becohnk,o,128,40
becohnk,c,124,30
becohnk,e,92,27
becohnk,b,75,18
ecdvtpi,i,282,58
ecdvtpi,p,147,31
ecdvtpi,v,124,22
ecdvtpi,t,187,35
ecdvtpi,c,182,33
rbecdki,i,397,78
rbecdki,c,261,49
rbecdki,k,189,37
rbecdki,b,180,34
lfubedo,o,210,51
lfubedo,b,264,56
lfubedo,u,259,54
lfubedo,l,383,88
lfubedo,f,210,48
luqntgi,u,149,28
luqntgi,q,34,5
luqntgi,l,157,32
luqntgi,t,190,36
luectar,a,596,116
luectar,t,609,114
luectar,c,516,95
luectar,u,331,67
luectar,l,487,94
letarpi,i,646,119
letarpi,p,685,133
letarpi,a,883,167
letarpi,t,932,169
letarpi,l,689,133
wlyongi,y,119,22
wlyongi,l,247,49
wlyongi,w,188,33
wlyongi,o,268,55
lfnargi,a,461,88
lfnargi,l,321,61
lfnargi,f,268,47
lfnargi,r,348,62
ecohvnr,v,112,24
ecohvnr,n,172,36
ecohvnr,o,213,49
ecohvnr,h,112,23
ecohvnr,c,206,38
lfunrgi,u,246,43
lfunrgi,l,243,42
lfunrgi,f,228,36
lfunrgi,r,249,41
uedoamg,g,178,37
uedoamg,m,179,41
uedoamg,a,177,40
uedoamg,o,136,32
uedoamg,u,63,11
mecdrgi,i,380,76
mecdrgi,c,164,31
mecdrgi,g,242,43
mecdrgi,m,228,45
rlecnki,i,285,60
rlecnki,k,189,41
rlecnki,n,202,40
rlecnki,c,207,38
rlecnki,l,240,49
wedongi,w,370,64
wedongi,o,406,74
lyjovai,i,42,11
lyjovai,a,64,15
lyjovai,v,41,10
lyjovai,o,52,11
lyjovai,j,27,4
lyjovai,y,45,9
lyjovai,l,72,19
lubeqoi,i,45,10
lubeqoi,o,29,11
lubeqoi,q,36,5
lubeqoi,e,80,20
lubeqoi,b,75,23
lubeqoi,u,56,13
lubeqoi,l,87,27
ednamgi,a,682,123
ednamgi,m,599,111
luecotp,p,131,41
luecotp,t,190,49
luecotp,o,164,52
luecotp,c,117,31
luecotp,e,173,43
luecotp,u,135,33
luecotp,l,169,53
ruentmi,i,491,91
ruentmi,m,328,64
ruentmi,t,568,108
ruentmi,n,516,91
ruentmi,u,305,55
fedxrpi,i,313,62
fedxrpi,f,209,39
fedxrpi,p,206,41
fedxrpi,x,49,7
luycdti,i,120,25
luycdti,t,80,18
luycdti,d,90,19
luycdti,c,93,16
luycdti,y,111,21
luycdti,u,69,15
luycdti,l,129,29
lyotrgi,i,78,27
lyotrgi,g,89,24
lyotrgi,r,100,32
lyotrgi,t,72,28
lyotrgi,o,109,37
lyotrgi,y,69,17
lyotrgi,l,97,30
redntam,a,1105,206
redntam,n,867,147
redntam,t,842,151
redntam,m,626,119
rydnami,i,142,35
rydnami,m,164,38
rydnami,a,232,58
rydnami,n,118,29
rydnami,d,161,36
rydnami,y,124,27
rydnami,r,155,37
econmzi,i,147,30
econmzi,z,50,10
econmzi,m,139,30
econmzi,n,187,43
econmzi,o,149,36
econmzi,c,150,30
econmzi,e,151,35
lycdtai,i,280,55
lycdtai,a,268,54
lycdtai,t,204,41
lycdtai,d,144,31
lycdtai,c,251,45
lycdtai,y,203,38
lycdtai,l,237,52
edontap,p,380,78
edontap,t,541,104
edontap,a,450,84
edontap,n,553,105
edontap,o,338,76
bcohnri,i,115,26
bcohnri,r,124,26
bcohnri,n,156,35
bcohnri,h,104,22
bcohnri,o,190,42
bcohnri,c,142,31
bcohnri,b,97,20
uedotar,u,247,54
uedotar,a,417,88
uedotar,t,625,126
uedotar,o,479,101
rgcnkpi,k,126,24
rgcnkpi,c,115,19
rgcnkpi,p,163,27
rgcnkpi,r,125,22
rlmecki,i,191,48
rlmecki,m,101,27
rlmecki,c,124,27
rlmecki,k,103,25
rlmecki,l,145,37
wedohrg,g,194,39
wedohrg,w,159,36
wedohrg,h,129,26
wedohrg,o,305,66
ybetamg,g,85,18
ybetamg,m,93,26
ybetamg,a,163,44
ybetamg,t,102,30
ybetamg,e,131,40
ybetamg,b,100,26
ybetamg,y,70,15
fuectrp,p,196,38
fuectrp,t,228,46
fuectrp,c,135,25
fuectrp,u,174,40
fuectrp,f,121,26
uentmgi,u,201,34
uentmgi,t,328,65
uentmgi,e,287,61
uentmgi,m,206,44
lyecoki,i,113,27
lyecoki,k,106,31
lyecoki,o,129,36
lyecoki,c,147,37
lyecoki,e,87,21
lyecoki,y,96,22
lyecoki,l,138,40
jecdark,k,145,29
jecdark,c,229,44
jecdark,a,291,64
jecdark,j,78,15
bedonti,i,331,65
bedonti,t,415,88
bedonti,n,379,82
bedonti,o,287,65
bedonti,b,208,47
lueotri,i,195,45
lueotri,t,365,86
lueotri,o,239,60
lueotri,u,132,32
lueotri,l,222,58
lbeotap,p,249,63
lbeotap,a,353,82
lbeotap,t,332,78
lbeotap,o,177,57
lbeotap,e,353,89
lbeotap,b,190,52
lbeotap,l,383,97
edonarp,a,533,105
edonarp,n,457,89
edonarp,o,404,92
edonarp,p,569,111
ybedark,y,152,35
ybedark,a,430,96
ybedark,k,150,31
ybedark,b,319,67
lfunmgi,u,182,34
lfunmgi,l,203,40
lfunmgi,f,141,27
lfunmgi,m,146,28
lynargi,y,218,36
lynargi,a,486,88
lynargi,l,311,56
lynargi,r,323,59
luentai,i,248,55
luentai,a,273,59
luentai,t,354,80
luentai,n,331,74
luentai,e,346,73
luentai,u,131,30
luentai,l,278,67
redoham,a,482,100
redoham,h,273,53
redoham,o,344,77
redoham,m,383,82
lfehtri,i,440,95
lfehtri,t,413,86
lfehtri,h,199,39
lfehtri,l,302,71
lfehtri,f,330,74
lfybexi,i,70,20
lfybexi,x,30,5
lfybexi,e,96,27
lfybexi,b,92,19
lfybexi,y,49,10
lfybexi,f,74,21
lfybexi,l,105,28
govntpi,t,254,43
govntpi,v,49,6
govntpi,o,272,47
govntpi,p,241,39
rudoamp,p,75,27
rudoamp,m,125,37
rudoamp,a,118,31
rudoamp,o,122,40
rudoamp,d,86,27
rudoamp,u,73,19
rudoamp,r,128,41
levtari,i,649,115
levtari,t,703,121
levtari,a,670,124
levtari,v,464,81
levtari,l,668,126
contazi,i,281,45
contazi,z,36,4
contazi,a,309,50
contazi,t,297,50
contazi,n,320,54
contazi,o,268,47
contazi,c,256,45
edhntar,a,994,177
edhntar,n,671,111
edhntar,t,924,159
edhntar,h,485,84
lueovrp,p,183,50
lueovrp,v,177,34
lueovrp,o,178,48
lueovrp,u,106,26
lueovrp,l,203,51
ubetarp,p,322,69
ubetarp,a,372,90
ubetarp,t,408,89
ubetarp,b,178,47
ubetarp,u,217,50
lubedng,g,209,44
lubedng,n,181,39
lubedng,b,211,42
lubedng,u,334,68
lubedng,l,270,59
lybeova,a,135,35
lybeova,v,95,22
lybeova,o,120,30
lybeova,e,166,43
lybeova,b,137,37
lybeova,y,113,24
lybeova,l,187,50
fecnari,i,343,64
fecnari,a,355,71
fecnari,n,288,53
fecnari,c,288,51
fecnari,f,313,59
lbedtap,p,447,85
lbedtap,a,686,139
lbedtap,t,471,90
lbedtap,b,366,74
lbedtap,l,675,128
lmbearp,p,251,56
lmbearp,m,257,57
lmbearp,a,469,108
lmbearp,b,300,59
lmbearp,l,381,81
fumerpi,i,214,46
fumerpi,p,215,46
fumerpi,m,166,38
fumerpi,u,150,30
fumerpi,f,131,31
lubecni,i,142,29
lubecni,n,107,21
lubecni,c,96,20
lubecni,e,155,36
lubecni,b,98,23
lubecni,u,89,22
lubecni,l,154,38
lecdvai,i,389,83
lecdvai,a,343,75
lecdvai,v,313,64
lecdvai,c,275,53
lecdvai,l,379,83
leovngi,v,256,46
leovngi,l,418,81
leovngi,o,276,59
leovngi,e,342,72
rodntam,m,228,54
rodntam,a,307,69
rodntam,t,194,45
rodntam,n,184,39
rodntam,d,154,37
rodntam,o,259,70
rodntam,r,255,62
edoxrpi,i,277,50
edoxrpi,p,336,69
edoxrpi,o,258,53
edoxrpi,x,69,9
wevnagi,a,263,54
wevnagi,v,142,33
wevnagi,w,169,34
wevnagi,e,189,46
lyecntr,n,119,23
lyecntr,t,185,36
lyecntr,c,91,15
lyecntr,y,82,16
lyecntr,l,113,24
uecohtr,t,435,92
uecohtr,o,380,80
uecohtr,h,279,56
uecohtr,c,309,59
uecohtr,u,215,50
leohnag,g,156,42
leohnag,a,166,46
leohnag,n,140,42
leohnag,h,62,17
leohnag,o,134,42
leohnag,e,152,45
leohnag,l,183,55
gumdorp,p,60,21
gumdorp,r,81,30
gumdorp,o,83,32
gumdorp,d,43,18
gumdorp,m,65,20
gumdorp,u,55,16
gumdorp,g,40,10
lumbenr,m,176,33
lumbenr,n,76,16
lumbenr,b,213,44
lumbenr,u,238,52
lumbenr,l,178,40
lubedna,a,429,94
lubedna,n,333,66
lubedna,b,363,78
lubedna,u,289,60
lubedna,l,468,100
reodmzi,i,271,48
reodmzi,z,106,17
reodmzi,o,277,60
reodmzi,m,225,51
ujedntk,k,62,15
ujedntk,t,101,23
ujedntk,n,182,40
ujedntk,j,47,8
ujedntk,u,125,29
rentmpi,i,675,121
rentmpi,p,435,75
rentmpi,m,374,70
rentmpi,t,641,113
rentmpi,n,476,77
lyechap,p,154,42
lyechap,a,176,51
lyechap,h,84,25
lyechap,c,112,29
lyechap,e,142,44
lyechap,y,87,22
lyechap,l,143,43
yodthxr,r,50,15
yodthxr,x,24,2
yodthxr,h,55,10
yodthxr,t,64,17
yodthxr,d,48,13
yodthxr,o,82,25
yodthxr,y,35,7
ueqcdot,t,147,33
ueqcdot,o,141,31
ueqcdot,q,51,7
ueqcdot,c,130,26
ueqcdot,u,122,25
edontpi,i,494,87
edontpi,p,456,83
edontpi,t,571,106
edontpi,n,579,108
edontpi,o,427,83
lyehntg,g,62,13
lyehntg,t,109,24
lyehntg,n,82,18
lyehntg,h,57,12
lyehntg,e,125,32
lyehntg,y,51,9
lyehntg,l,77,18
mecargi,i,227,46
mecargi,g,222,44
mecargi,m,275,63
mecargi,a,316,74
mecargi,c,192,41
lfydrgi,i,111,29
lfydrgi,g,61,13
lfydrgi,r,69,15
lfydrgi,d,82,18
lfydrgi,y,81,16
lfydrgi,f,46,9
lfydrgi,l,96,23
rledtam,t,675,125
rledtam,l,573,106
rledtam,m,504,102
rledtam,a,925,185
gueqnpi,u,158,24
gueqnpi,q,86,13
gueqnpi,p,204,35
gueqnpi,e,183,33
cohnmgi,c,196,35
cohnmgi,o,208,39
cohnmgi,m,123,21
cohnmgi,h,120,22
uehnarg,g,224,48
uehnarg,a,222,52
uehnarg,n,207,40
uehnarg,h,62,15
uehnarg,u,103,24
lfeongi,l,342,76
lfeongi,o,252,59
lfeongi,e,230,56
lfeongi,f,188,42
wledotr,t,455,87
wledotr,l,436,87
wledotr,w,376,71
wledotr,o,595,125
ujbeoxk,k,22,5
ujbeoxk,x,14,1
ujbeoxk,o,24,7
ujbeoxk,e,27,5
ujbeoxk,b,28,6
ujbeoxk,j,21,3
ujbeoxk,u,20,2
lfyecti,i,152,42
lfyecti,t,160,40
lfyecti,c,116,23
lfyecti,e,161,44
lfyecti,y,77,16
lfyecti,f,115,34
lfyecti,l,198,52
bedonar,a,603,125
bedonar,n,414,86
bedonar,o,448,97
bedonar,b,527,110
ledtrpi,i,731,145
ledtrpi,t,554,104
ledtrpi,l,489,96
ledtrpi,p,516,97
wedhtar,a,790,151
wedhtar,t,641,115
wedhtar,w,393,73
wedhtar,h,506,90
lybdnam,m,99,23
lybdnam,a,208,50
lybdnam,n,115,23
lybdnam,d,131,25
lybdnam,b,100,22
lybdnam,y,116,24
lybdnam,l,123,30
lycdnai,i,234,42
lycdnai,a,254,50
lycdnai,n,168,29
lycdnai,d,145,30
lycdnai,c,205,35
lycdnai,y,200,36
lycdnai,l,205,44
lecovtr,t,275,59
lecovtr,v,196,40
lecovtr,o,332,78
lecovtr,c,221,41
lecovtr,l,262,57
lfucnai,i,126,23
lfucnai,a,150,34
lfucnai,n,100,22
lfucnai,c,114,21
lfucnai,u,70,17
lfucnai,f,95,22
lfucnai,l,159,38
lfuborg,g,45,18
lfuborg,r,63,21
lfuborg,o,64,25
lfuborg,b,44,18
lfuborg,u,68,26
lfuborg,f,71,24
lfuborg,l,66,27
fuontgi,u,194,35
fuontgi,t,296,56
fuontgi,f,132,26
fuontgi,o,245,49
zledrgi,i,410,78
zledrgi,l,289,58
zledrgi,g,293,55
zledrgi,z,60,8
edhvngi,v,193,35
edhvngi,h,143,27
yntaxgi,y,57,10
yntaxgi,a,206,37
yntaxgi,t,186,34
yntaxgi,x,39,6
lfutnak,k,35,9
lfutnak,a,89,27
lfutnak,n,72,20
lfutnak,t,55,16
lfutnak,u,68,21
lfutnak,f,71,18
lfutnak,l,81,24
lycvnti,i,117,25
lycvnti,t,67,15
lycvnti,n,54,10
lycvnti,v,55,7
lycvnti,c,95,15
lycvnti,y,83,14
lycvnti,l,86,17
luyeqti,i,87,21
luyeqti,t,94,23
luyeqti,q,60,10
luyeqti,e,90,21
luyeqti,y,37,8
luyeqti,u,77,17
luyeqti,l,81,23
luodthm,m,55,16
luodthm,h,55,15
luodthm,t,72,26
luodthm,d,54,18
luodthm,o,87,35
luodthm,u,63,18
luodthm,l,60,24
uecqdhn,n,126,22
uecqdhn,h,60,10
uecqdhn,c,74,13
uecqdhn,q,44,6
uecqdhn,u,146,27
rwlfoam,m,106,31
rwlfoam,a,166,44
rwlfoam,o,162,49
rwlfoam,f,94,28
rwlfoam,l,140,39
rwlfoam,w,76,20
rwlfoam,r,104,29
ycnakgi,y,76,16
ycnakgi,c,124,23
ycnakgi,k,116,24
ycnakgi,a,178,32
ecdontr,c,771,115
ecdontr,t,818,135
ecdontr,n,837,136
ecdontr,o,989,173
lydarpi,i,165,42
lydarpi,p,133,28
lydarpi,r,148,36
lydarpi,a,226,55
lydarpi,d,163,37
lydarpi,y,173,36
lydarpi,l,178,43
luedari,u,212,46
luedari,a,436,96
luedari,l,471,103
luedari,i,395,82
wecnrgi,c,81,15
wecnrgi,w,156,32
umedtrp,u,432,80
umedtrp,t,390,70
umedtrp,m,347,62
umedtrp,p,400,73
lfntrgi,t,216,42
lfntrgi,l,213,39
lfntrgi,f,180,30
lfntrgi,r,184,32
ujyeonr,n,70,15
ujyeonr,o,49,14
ujyeonr,u,65,15
ujyeonr,j,32,6
ujyeonr,y,41,9
rydampi,i,115,30
rydampi,p,81,21
rydampi,m,128,31
rydampi,a,200,51
rydampi,d,131,30
rydampi,y,136,26
rydampi,r,155,38
lycontr,r,86,21
lycontr,t,85,25
lycontr,n,100,23
lycontr,o,165,49
lycontr,c,111,24
lycontr,y,75,16
lycontr,l,94,26
ledovhi,i,211,50
ledovhi,v,228,48
ledovhi,o,207,47
ledovhi,h,101,26
ledovhi,l,267,64
luedngi,u,475,75
luedngi,l,540,93
reonami,i,270,56
reonami,m,358,85
reonami,a,324,74
reonami,n,324,74
reonami,o,214,50
lycongi,y,126,24
lycongi,c,207,39
lycongi,l,283,57
lycongi,o,291,63
rednamk,k,203,42
rednamk,a,653,131
rednamk,n,465,88
rednamk,m,450,87
lbonmgi,l,289,59
lbonmgi,o,381,78
lbonmgi,b,273,51
lbonmgi,m,165,34
lyjengi,y,66,12
lyjengi,l,161,31
lyjengi,e,159,32
lyjengi,j,69,11
lfbeari,i,488,93
lfbeari,a,448,92
lfbeari,b,426,78
lfbeari,l,505,102
lfbeari,f,432,86
ecdntap,p,365,68
ecdntap,n,589,98
ecdntap,a,589,107
ecdntap,t,474,85
ecdntap,c,341,58
lmearpi,i,366,80
lmearpi,p,413,90
lmearpi,m,323,76
lmearpi,a,406,97
lmearpi,l,364,85
uqontgi,u,191,30
uqontgi,q,59,6
uqontgi,t,257,44
uqontgi,o,220,39
lednark,k,230,50
lednark,a,523,113
lednark,l,352,75
lednark,n,461,88
lfedtai,i,440,96
lfedtai,a,406,87
lfedtai,t,466,100
lfedtai,l,590,126
lfedtai,f,367,82
ubednar,u,320,62
ubednar,a,507,107
ubednar,n,459,85
ubednar,b,432,89
wuedoti,i,105,22
wuedoti,t,166,39
wuedoti,o,135,29
wuedoti,u,58,12
wuedoti,w,103,21
edonrgi,o,628,107
uycnrgi,u,127,22
uycnrgi,c,83,13
uycnrgi,y,58,9
uycnrgi,r,141,25
lbechar,a,341,80
lbechar,h,171,39
lbechar,c,244,47
lbechar,b,236,48
lbechar,l,269,57
fuecdnt,n,221,44
fuecdnt,t,191,42
fuecdnt,c,157,29
fuecdnt,u,185,41
fuecdnt,f,134,28
yctarpi,i,154,33
yctarpi,p,139,35
yctarpi,r,210,49
yctarpi,a,247,59
yctarpi,t,204,47
yctarpi,c,156,32
yctarpi,y,140,29
lecdntg,g,90,20
lecdntg,n,154,32
lecdntg,t,162,32
lecdntg,c,71,12
lecdntg,l,132,27
lecntmi,i,379,82
lecntmi,m,235,50
lecntmi,t,340,71
lecntmi,n,311,58
lecntmi,c,223,38
lecntmi,e,418,88
lecntmi,l,276,57
lubnrgi,u,280,49
lubnrgi,l,233,40
lubnrgi,b,240,40
lubnrgi,r,242,42
umberpi,i,192,39
umberpi,p,189,44
umberpi,m,188,41
umberpi,b,106,24
umberpi,u,138,29
rfecomi,i,174,41
rfecomi,m,134,35
rfecomi,o,177,39
rfecomi,c,149,30
rfecomi,f,168,39
rentmzi,i,370,72
rentmzi,z,45,5
rentmzi,m,243,50
rentmzi,t,378,73
rentmzi,n,308,54
wednrgi,w,337,64
luecari,i,225,45
luecari,a,274,58
luecari,c,316,62
luecari,u,199,41
luecari,l,320,69
ecdhtap,p,188,44
ecdhtap,a,386,85
ecdhtap,t,319,66
ecdhtap,h,290,59
ecdhtap,c,304,58
ubectar,a,394,89
ubectar,t,408,87
ubectar,c,276,54
ubectar,b,188,49
ubectar,u,192,47
lybntgi,y,66,12
lybntgi,t,135,26
lybntgi,l,141,28
lybntgi,b,86,14
gednapi,a,388,73
gednapi,p,443,80
ljeonap,p,128,45
ljeonap,a,112,35
ljeonap,n,88,31
ljeonap,o,84,35
ljeonap,e,119,44
ljeonap,j,28,6
ljeonap,l,127,44
weonarg,g,287,65
weonarg,a,291,69
weonarg,n,295,67
weonarg,o,178,46
weonarg,w,164,42
ecoxrzi,i,60,10
ecoxrzi,z,30,5
ecoxrzi,x,16,2
ecoxrzi,o,58,11
ecoxrzi,c,63,12
wuontrg,g,67,18
wuontrg,r,101,27
wuontrg,t,95,29
wuontrg,n,70,23
wuontrg,o,105,35
wuontrg,u,83,22
wuontrg,w,49,11
lfubodt,t,53,23
lfubodt,d,46,16
lfubodt,o,73,35
lfubodt,b,43,17
lfubodt,u,57,23
lfubodt,f,48,18
lfubodt,l,69,31
uycnari,i,77,16
uycnari,r,106,25
uycnari,a,129,27
uycnari,n,106,21
uycnari,c,117,21
uycnari,y,111,21
uycnari,u,68,12
lcodtar,r,197,49
lcodtar,a,225,58
lcodtar,t,175,50
lcodtar,d,81,31
lcodtar,o,229,72
lcodtar,c,162,42
lcodtar,l,143,45
gdharpi,i,52,18
gdharpi,p,51,13
gdharpi,r,77,25
gdharpi,a,74,22
gdharpi,h,50,10
gdharpi,d,55,16
gdharpi,g,49,14
edhtrgi,g,296,54
edhtrgi,t,440,81
edhtrgi,h,257,49
edhtrgi,i,518,101
bvnargi,a,393,70
bvnargi,v,82,13
bvnargi,b,225,39
bvnargi,r,330,57
bohampi,i,37,8
bohampi,p,45,11
bohampi,m,58,16
bohampi,a,61,14
bohampi,h,31,6
bohampi,o,75,19
bohampi,b,50,11
lcotami,i,210,48
lcotami,m,153,44
lcotami,a,269,67
lcotami,t,221,59
lcotami,o,179,55
lcotami,c,243,55
lcotami,l,227,65
lehnrgi,l,217,43
lehnrgi,h,127,25
bodnahk,k,45,15
bodnahk,h,41,12
bodnahk,a,94,21
bodnahk,n,88,24
bodnahk,d,56,13
bodnahk,o,97,27
bodnahk,b,93,20
ryedoam,y,211,44
ryedoam,a,459,96
ryedoam,o,292,69
ryedoam,m,430,89
ecdhnar,c,442,79
ecdhnar,n,401,69
ecdhnar,h,361,64
ecdhnar,a,659,128
gyenrpi,y,125,23
gyenrpi,p,357,65
rlfuham,m,73,19
rlfuham,a,90,27
rlfuham,h,34,11
rlfuham,u,79,25
rlfuham,f,41,13
rlfuham,l,85,27
rlfuham,r,59,15
lcnampi,i,219,47
lcnampi,p,108,28
lcnampi,m,175,42
lcnampi,a,271,63
lcnampi,n,184,35
lcnampi,c,171,33
lcnampi,l,211,49
ljecdoa,a,161,40
ljecdoa,o,173,43
ljecdoa,c,163,39
ljecdoa,j,38,7
ljecdoa,l,188,50
bhntagi,a,327,58
bhntagi,t,339,59
bhntagi,h,172,31
bhntagi,b,211,32
eodvrpi,i,463,80
eodvrpi,v,394,66
eodvrpi,o,396,76
eodvrpi,p,420,80
lubedar,u,371,80
lubedar,a,655,136
lubedar,l,647,127
lubedar,b,636,125
lfynark,k,45,12
lfynark,r,42,12
lfynark,a,92,28
lfynark,n,47,14
lfynark,y,66,16
lfynark,f,53,13
lfynark,l,54,15
codntai,i,400,62
codntai,a,407,67
codntai,t,401,66
codntai,n,403,64
codntai,d,179,29
codntai,o,360,62
codntai,c,373,61
lyeotmg,g,77,16
lyeotmg,m,107,28
lyeotmg,t,100,28
lyeotmg,o,136,37
lyeotmg,e,136,36
lyeotmg,y,67,11
lyeotmg,l,142,37
glicnpk,k,156,30
glicnpk,c,131,22
glicnpk,l,152,27
glicnpk,p,142,24
lfeotai,i,138,38
lfeotai,a,235,53
lfeotai,t,302,76
lfeotai,o,167,41
lfeotai,e,212,55
lfeotai,f,226,62
lfeotai,l,319,85
leohntm,m,158,42
leohntm,t,216,57
leohntm,n,129,34
leohntm,h,94,25
leohntm,o,180,57
leohntm,e,234,64
leohntm,l,146,40
ledvtai,i,488,98
ledvtai,t,429,78
ledvtai,a,464,90
ledvtai,v,368,66
ledvtai,l,576,115
lbeodri,i,488,92
lbeodri,l,564,114
lbeodri,o,463,98
lbeodri,b,517,98
lfecdki,i,278,62
lfecdki,k,125,28
lfecdki,c,153,33
lfecdki,l,225,54
lfecdki,f,162,35
ledohki,i,142,35
ledohki,k,90,23
ledohki,o,144,35
ledohki,h,102,26
ledohki,l,162,45
lfenami,i,275,66
lfenami,m,264,63
lfenami,a,303,70
lfenami,n,276,60
lfenami,e,268,68
lfenami,f,148,39
lfenami,l,306,74
wlecdar,c,282,57
wlecdar,l,373,78
wlecdar,w,301,66
wlecdar,a,567,121
uyhnrgi,u,117,20
uyhnrgi,h,63,11
uyhnrgi,y,58,9
uyhnrgi,r,112,20
rlyeotm,m,210,49
rlyeotm,t,295,67
rlyeotm,o,258,67
rlyeotm,y,127,26
rlyeotm,l,206,48
uectarp,p,425,86
uectarp,a,539,111
uectarp,t,559,105
uectarp,c,369,69
uectarp,u,289,54
becdhta,a,416,87
becdhta,t,333,69
becdhta,h,308,59
becdhta,c,264,47
becdhta,b,192,40
yentrgi,y,173,29
yentrgi,t,563,97
mbejoar,m,181,43
mbejoar,a,195,48
mbejoar,o,152,37
mbejoar,b,173,42
mbejoar,j,52,10
ledovnp,p,285,63
ledovnp,n,191,44
ledovnp,v,179,33
ledovnp,o,333,80
ledovnp,l,335,71
rweconm,m,134,33
rweconm,n,184,41
rweconm,o,240,59
rweconm,c,183,35
rweconm,w,97,25
edhntri,i,751,137
edhntri,t,747,133
edhntri,n,636,112
edhntri,h,331,60
lfumber,m,177,34
lfumber,b,241,49
lfumber,u,281,63
lfumber,l,280,63
